classIDx,video_name,image_name,frame_idx,inter_neg_score,inter_pos_score,intra_score,score,mean_score,std_score,min_score,max_score
49,c02_20210227210143_5,c02_20210227210143_5_129,129,0.8158931,0.7614714,0.7147881,-0.10111,-0.14193,0.0535,-0.25118,-0.08427
49,c02_20210227210143_5,c02_20210227210143_5_130,130,0.80930257,0.7570094,0.7102138,-0.09909,-0.14272,0.0557,-0.25617,-0.08401
49,c02_20210227210143_5,c02_20210227210143_5_131,131,0.8068347,0.7561685,0.71301985,-0.09381,-0.13898,0.05502,-0.25202,-0.08511
49,c02_20210227210143_5,c02_20210227210143_5_132,132,0.8044826,0.75875413,0.7082786,-0.0962,-0.14012,0.05509,-0.25294,-0.08493
49,c02_20210227210143_5,c02_20210227210143_5_133,133,0.8045472,0.75861853,0.7087934,-0.09575,-0.13866,0.05431,-0.24983,-0.08373
49,c02_20210227210143_6,c02_20210227210143_6_27,27,0.87861633,0.8676553,0.7075981,-0.17102,-0.1013,0.07388,-0.23317,-0.03849
49,c02_20210227210143_6,c02_20210227210143_6_28,28,0.8568916,0.8624762,0.74375945,-0.11872,-0.07299,0.06001,-0.18418,-0.01763
49,c02_20210227210143_6,c02_20210227210143_6_29,29,0.82452434,0.791829,0.7444384,-0.08009,-0.05898,0.05844,-0.18041,-0.01728
49,c02_20210227210143_6,c02_20210227210143_6_30,30,0.82583743,0.7947625,0.7470725,-0.07876,-0.05729,0.05781,-0.1769,-0.01001
49,c02_20210227210143_6,c02_20210227210143_6_31,31,0.82711184,0.79590994,0.74528015,-0.08183,-0.05838,0.05855,-0.17895,-0.01013
49,c02_20210227210143_6,c02_20210227210143_6_32,32,0.799076,0.7705388,0.67504954,-0.12403,-0.12237,0.05222,-0.2338,-0.07125
49,c02_20210227210143_6,c02_20210227210143_6_33,33,0.84195983,0.83213633,0.7262139,-0.11575,-0.16948,0.05287,-0.27399,-0.11575
49,c02_20210227210143_6,c02_20210227210143_6_47,47,0.84799296,0.8182632,0.6238719,-0.22412,-0.25112,0.06022,-0.38301,-0.19951
49,c02_20210227210143_6,c02_20210227210143_6_48,48,0.8345649,0.7671074,0.5933306,-0.24123,-0.22909,0.05682,-0.34498,-0.17548
49,c02_20210227210143_6,c02_20210227210143_6_50,50,0.87779635,0.8811101,0.68631583,-0.19479,-0.19808,0.05689,-0.31516,-0.13348
49,c02_20210227210143_6,c02_20210227210143_6_57,57,0.90450865,0.9034736,0.7006686,-0.20384,-0.15185,0.05902,-0.25278,-0.07766
49,c02_20210227210143_6,c02_20210227210143_6_67,67,0.8691881,0.8389799,0.6584803,-0.21071,-0.18087,0.05032,-0.27518,-0.11744
49,c02_20210227210143_6,c02_20210227210143_6_83,83,0.8679316,0.86253977,0.69657993,-0.17135,-0.1314,0.05703,-0.2094,-0.07015
49,c02_20210227210143_6,c02_20210227210143_6_85,85,0.87905526,0.8582637,0.6826521,-0.1964,-0.1398,0.05836,-0.22709,-0.07353
49,c02_20210227210143_6,c02_20210227210143_6_86,86,0.86918044,0.85594106,0.6902778,-0.1789,-0.13699,0.05488,-0.22071,-0.07806
49,c02_20210227210143_6,c02_20210227210143_6_87,87,0.86497146,0.8620564,0.70284873,-0.16212,-0.11409,0.05415,-0.20215,-0.06146
49,c02_20210227210143_6,c02_20210227210143_6_88,88,0.86380315,0.8520986,0.69753444,-0.16627,-0.1198,0.0599,-0.2111,-0.06108
49,c02_20210227210143_6,c02_20210227210143_6_90,90,0.8700478,0.8558346,0.69938135,-0.17067,-0.14259,0.05647,-0.22589,-0.07349
49,c02_20210227210143_6,c02_20210227210143_6_91,91,0.86639565,0.8421725,0.6757116,-0.19068,-0.16808,0.05482,-0.25047,-0.08986
49,c02_20210227210143_6,c02_20210227210143_6_102,102,0.88277614,0.85986936,0.6334502,-0.24933,-0.26464,0.05267,-0.37982,-0.21846
49,c02_20210227210143_6,c02_20210227210143_6_103,103,0.87144333,0.8614552,0.6576153,-0.21383,-0.25168,0.05819,-0.37992,-0.21383
49,c02_20210227210143_6,c02_20210227210143_6_104,104,0.8700076,0.84899247,0.62628996,-0.24372,-0.25064,0.05283,-0.36688,-0.21211
49,c02_20210227210143_6,c02_20210227210143_6_105,105,0.86623853,0.8481046,0.6219388,-0.2443,-0.26319,0.05609,-0.38672,-0.22192
49,c02_20210227210143_6,c02_20210227210143_6_106,106,0.85972047,0.8428715,0.6144006,-0.24532,-0.26852,0.05268,-0.38449,-0.23046
49,c02_20210227210143_6,c02_20210227210143_6_112,112,0.8277403,0.81474847,0.66659045,-0.16115,-0.2013,0.05066,-0.3096,-0.16115
49,c02_20210227210143_6,c02_20210227210143_6_114,114,0.84032214,0.8077215,0.72529674,-0.11503,-0.1694,0.05052,-0.27561,-0.11503
49,c02_20210227210143_6,c02_20210227210143_6_116,116,0.8320806,0.7992624,0.72342634,-0.10865,-0.15073,0.05267,-0.26255,-0.10684
49,c02_20210227210143_6,c02_20210227210143_6_117,117,0.8346096,0.8033654,0.72258574,-0.11202,-0.15618,0.05446,-0.2709,-0.10988
49,c02_20210227210143_6,c02_20210227210143_6_118,118,0.8298343,0.7783715,0.7288111,-0.10102,-0.14914,0.05322,-0.26079,-0.10102
49,c02_20210227210143_6,c02_20210227210143_6_119,119,0.82209206,0.7692635,0.7225149,-0.09958,-0.14653,0.05384,-0.25796,-0.09958
49,c02_20210227210143_6,c02_20210227210143_6_120,120,0.8228802,0.77057385,0.7250701,-0.09781,-0.14696,0.0533,-0.2565,-0.09781
49,c02_20210227210143_6,c02_20210227210143_6_121,121,0.8228802,0.77057385,0.72538614,-0.09749,-0.1485,0.05416,-0.26042,-0.09749
49,c02_20210227210143_6,c02_20210227210143_6_122,122,0.82167304,0.7711981,0.7288765,-0.0928,-0.1458,0.05468,-0.25926,-0.0928
49,c02_20210227210143_6,c02_20210227210143_6_123,123,0.82082504,0.7680677,0.7266911,-0.09413,-0.1498,0.05509,-0.26366,-0.09413
49,c02_20210227210143_6,c02_20210227210143_6_124,124,0.8243231,0.769675,0.72715104,-0.09717,-0.14574,0.05146,-0.25264,-0.09717
49,c02_20210227210143_6,c02_20210227210143_6_125,125,0.82307804,0.7674344,0.730224,-0.09285,-0.14551,0.05121,-0.25016,-0.09285
49,c02_20210227210143_6,c02_20210227210143_6_126,126,0.8175466,0.76604503,0.7329438,-0.0846,-0.14175,0.05476,-0.25438,-0.0846
49,c02_20210227210143_6,c02_20210227210143_6_127,127,0.8138921,0.76722515,0.7331184,-0.08077,-0.13353,0.0506,-0.23778,-0.08077
49,c02_20210227210143_6,c02_20210227210143_6_128,128,0.81510055,0.76529896,0.7336283,-0.08147,-0.14238,0.05458,-0.25353,-0.08147
49,c02_20210227210143_6,c02_20210227210143_6_129,129,0.81383765,0.764214,0.7295685,-0.08427,-0.14193,0.0535,-0.25118,-0.08427
49,c02_20210227210143_6,c02_20210227210143_6_130,130,0.81383765,0.764214,0.7298258,-0.08401,-0.14272,0.0557,-0.25617,-0.08401
49,c02_20210227210143_6,c02_20210227210143_6_131,131,0.81211895,0.76153916,0.727013,-0.08511,-0.13898,0.05502,-0.25202,-0.08511
49,c02_20210227210143_6,c02_20210227210143_6_132,132,0.81120765,0.76163876,0.7262825,-0.08493,-0.14012,0.05509,-0.25294,-0.08493
49,c02_20210227210143_6,c02_20210227210143_6_133,133,0.81173897,0.7613406,0.7280127,-0.08373,-0.13866,0.05431,-0.24983,-0.08373
50,c02_20210131080602,c02_20210131080602_39,39,0.9308807,0.91088986,0.68027663,-0.2506,-0.14058,0.0602,-0.2506,-0.09785
50,c02_20210131080602,c02_20210131080602_40,40,0.9306749,0.9111553,0.67887044,-0.2518,-0.14617,0.05956,-0.2518,-0.08917
50,c02_20210131080602,c02_20210131080602_41,41,0.9305893,0.9109851,0.68263876,-0.24795,-0.14204,0.05893,-0.24795,-0.08844
50,c02_20210131080602,c02_20210131080602_42,42,0.9281119,0.90749454,0.68260056,-0.24551,-0.13784,0.05764,-0.24551,-0.08936
50,c02_20210131080602,c02_20210131080602_48,48,0.8877106,0.8613493,0.6766938,-0.21102,-0.14784,0.05867,-0.22203,-0.06815
50,c02_20210131080602,c02_20210131080602_49,49,0.87626237,0.8780428,0.65723705,-0.22081,-0.16705,0.05022,-0.24322,-0.11088
50,c02_20210131080602,c02_20210131080602_50,50,0.8778465,0.88263726,0.64809287,-0.23454,-0.17234,0.05371,-0.25506,-0.1156
50,c02_20210131080602,c02_20210131080602_80,80,0.9216242,0.9056762,0.57802474,-0.3436,-0.25988,0.05083,-0.3436,-0.21087
50,c02_20210131080602,c02_20210131080602_93,93,0.8906207,0.8736689,0.5734633,-0.31716,-0.35682,0.07643,-0.52486,-0.29777
50,c02_20210131080602_1,c02_20210131080602_1_39,39,0.874802,0.83398634,0.68027663,-0.19453,-0.14058,0.0602,-0.2506,-0.09785
50,c02_20210131080602_1,c02_20210131080602_1_40,40,0.87474644,0.83422065,0.67887044,-0.19588,-0.14617,0.05956,-0.2518,-0.08917
50,c02_20210131080602_1,c02_20210131080602_1_41,41,0.87263536,0.83586353,0.68263876,-0.19,-0.14204,0.05893,-0.24795,-0.08844
50,c02_20210131080602_1,c02_20210131080602_1_42,42,0.8660649,0.83394027,0.68260056,-0.18346,-0.13784,0.05764,-0.24551,-0.08936
50,c02_20210131080602_1,c02_20210131080602_1_48,48,0.87827426,0.8987198,0.6766938,-0.22203,-0.14784,0.05867,-0.22203,-0.06815
50,c02_20210131080602_1,c02_20210131080602_1_49,49,0.8713863,0.90045285,0.65723705,-0.24322,-0.16705,0.05022,-0.24322,-0.11088
50,c02_20210131080602_1,c02_20210131080602_1_50,50,0.87690884,0.9031559,0.64809287,-0.25506,-0.17234,0.05371,-0.25506,-0.1156
50,c02_20210131080602_1,c02_20210131080602_1_80,80,0.891966,0.8743492,0.57802474,-0.31394,-0.25988,0.05083,-0.3436,-0.21087
50,c02_20210131080602_1,c02_20210131080602_1_93,93,0.82117605,0.8459543,0.5481833,-0.29777,-0.35682,0.07643,-0.52486,-0.29777
50,c02_20210131080602_4,c02_20210131080602_4_39,39,0.89022624,0.8888308,0.7892543,-0.10097,-0.14058,0.0602,-0.2506,-0.09785
50,c02_20210131080602_4,c02_20210131080602_4_40,40,0.9237143,0.9104693,0.7824092,-0.14131,-0.14617,0.05956,-0.2518,-0.08917
50,c02_20210131080602_4,c02_20210131080602_4_41,41,0.9222505,0.90971667,0.78662825,-0.13562,-0.14204,0.05893,-0.24795,-0.08844
50,c02_20210131080602_4,c02_20210131080602_4_42,42,0.9197485,0.90545106,0.8048973,-0.11485,-0.13784,0.05764,-0.24551,-0.08936
50,c02_20210131080602_4,c02_20210131080602_4_48,48,0.8970765,0.8854841,0.7396069,-0.15747,-0.14784,0.05867,-0.22203,-0.06815
50,c02_20210131080602_4,c02_20210131080602_4_49,49,0.88897717,0.8644092,0.7272726,-0.1617,-0.16705,0.05022,-0.24322,-0.11088
50,c02_20210131080602_4,c02_20210131080602_4_50,50,0.8866509,0.8703983,0.7309324,-0.15572,-0.17234,0.05371,-0.25506,-0.1156
50,c02_20210131080602_4,c02_20210131080602_4_80,80,0.84605527,0.8522284,0.6197827,-0.23245,-0.25988,0.05083,-0.3436,-0.21087
50,c02_20210131080602_4,c02_20210131080602_4_93,93,0.78639024,0.8090212,0.4659828,-0.34304,-0.35682,0.07643,-0.52486,-0.29777
50,c02_20210214074216,c02_20210214074216_39,39,0.8924622,0.8881201,0.79121244,-0.10125,-0.14058,0.0602,-0.2506,-0.09785
50,c02_20210214074216,c02_20210214074216_40,40,0.89465153,0.8895197,0.79305863,-0.10159,-0.14617,0.05956,-0.2518,-0.08917
50,c02_20210214074216,c02_20210214074216_41,41,0.9003562,0.8955069,0.8050299,-0.09533,-0.14204,0.05893,-0.24795,-0.08844
50,c02_20210214074216,c02_20210214074216_42,42,0.913182,0.90040475,0.8121318,-0.10105,-0.13784,0.05764,-0.24551,-0.08936
50,c02_20210214074216,c02_20210214074216_48,48,0.8846339,0.89559937,0.8164255,-0.07917,-0.14784,0.05867,-0.22203,-0.06815
50,c02_20210214074216,c02_20210214074216_49,49,0.8735843,0.8980762,0.78719455,-0.11088,-0.16705,0.05022,-0.24322,-0.11088
50,c02_20210214074216,c02_20210214074216_50,50,0.86966646,0.8994551,0.77936935,-0.12009,-0.17234,0.05371,-0.25506,-0.1156
50,c02_20210214074216,c02_20210214074216_80,80,0.83978486,0.83859545,0.6268864,-0.2129,-0.25988,0.05083,-0.3436,-0.21087
50,c02_20210214074216,c02_20210214074216_93,93,0.99083877,0.9819916,0.4659828,-0.52486,-0.35682,0.07643,-0.52486,-0.29777
50,c02_20210221080758_3,c02_20210221080758_3_39,39,0.8956653,0.8917871,0.79737985,-0.09829,-0.14058,0.0602,-0.2506,-0.09785
50,c02_20210221080758_3,c02_20210221080758_3_40,40,0.90211064,0.8965769,0.8048556,-0.09726,-0.14617,0.05956,-0.2518,-0.08917
50,c02_20210221080758_3,c02_20210221080758_3_41,41,0.9033954,0.90028274,0.8085213,-0.09487,-0.14204,0.05893,-0.24795,-0.08844
50,c02_20210221080758_3,c02_20210221080758_3_42,42,0.91163576,0.9049443,0.8222764,-0.08936,-0.13784,0.05764,-0.24551,-0.08936
50,c02_20210221080758_3,c02_20210221080758_3_48,48,0.8837134,0.8881737,0.8200195,-0.06815,-0.14784,0.05867,-0.22203,-0.06815
50,c02_20210221080758_3,c02_20210221080758_3_49,49,0.87982833,0.8951086,0.7836728,-0.11144,-0.16705,0.05022,-0.24322,-0.11088
50,c02_20210221080758_3,c02_20210221080758_3_50,50,0.88897574,0.8909115,0.77530825,-0.1156,-0.17234,0.05371,-0.25506,-0.1156
50,c02_20210221080758_3,c02_20210221080758_3_80,80,0.8347286,0.82741857,0.5892198,-0.24551,-0.25988,0.05083,-0.3436,-0.21087
50,c02_20210221080758_3,c02_20210221080758_3_93,93,0.788556,0.8113569,0.48533398,-0.32602,-0.35682,0.07643,-0.52486,-0.29777
50,c02_20210228080426_2,c02_20210228080426_2_39,39,0.8849711,0.8953153,0.79746664,-0.09785,-0.14058,0.0602,-0.2506,-0.09785
50,c02_20210228080426_2,c02_20210228080426_2_40,40,0.8931991,0.89227605,0.80403364,-0.08917,-0.14617,0.05956,-0.2518,-0.08917
50,c02_20210228080426_2,c02_20210228080426_2_41,41,0.8932856,0.8923798,0.8048424,-0.08844,-0.14204,0.05893,-0.24795,-0.08844
50,c02_20210228080426_2,c02_20210228080426_2_42,42,0.89124966,0.890978,0.7984488,-0.0928,-0.13784,0.05764,-0.24551,-0.08936
50,c02_20210228080426_2,c02_20210228080426_2_48,48,0.9043432,0.88556266,0.75517565,-0.14917,-0.14784,0.05867,-0.22203,-0.06815
50,c02_20210228080426_2,c02_20210228080426_2_49,49,0.8896262,0.87286806,0.7353915,-0.15423,-0.16705,0.05022,-0.24322,-0.11088
50,c02_20210228080426_2,c02_20210228080426_2_50,50,0.8899919,0.87331915,0.7369591,-0.15303,-0.17234,0.05371,-0.25506,-0.1156
50,c02_20210228080426_2,c02_20210228080426_2_80,80,0.8470576,0.85007864,0.63921356,-0.21087,-0.25988,0.05083,-0.3436,-0.21087
50,c02_20210228080426_2,c02_20210228080426_2_93,93,0.80468583,0.81679,0.48469475,-0.3321,-0.35682,0.07643,-0.52486,-0.29777
51,c02_20210131091328,c02_20210131091328_29,29,0.9256874,0.91622627,0.5775418,-0.34815,-0.24253,0.06144,-0.34815,-0.15104
51,c02_20210131091328,c02_20210131091328_30,30,0.9255613,0.9158212,0.58241475,-0.34315,-0.24022,0.06083,-0.34315,-0.14686
51,c02_20210131091328,c02_20210131091328_31,31,0.9264065,0.9161825,0.5794449,-0.34696,-0.24292,0.06066,-0.34696,-0.15419
51,c02_20210131091328,c02_20210131091328_32,32,0.9232557,0.91265607,0.5923582,-0.3309,-0.2434,0.06382,-0.3309,-0.13141
51,c02_20210131091328,c02_20210131091328_33,33,0.926759,0.912439,0.5912383,-0.33552,-0.23804,0.06268,-0.33552,-0.14076
51,c02_20210131091328,c02_20210131091328_34,34,0.92723095,0.9106071,0.599054,-0.32818,-0.23489,0.06111,-0.32818,-0.14004
51,c02_20210131091328,c02_20210131091328_35,35,0.9206357,0.90646863,0.6081453,-0.31249,-0.22636,0.05167,-0.31249,-0.14749
51,c02_20210131091328,c02_20210131091328_37,37,0.92116064,0.908993,0.6060604,-0.3151,-0.21739,0.05161,-0.3151,-0.15568
51,c02_20210131091328,c02_20210131091328_38,38,0.92528546,0.9098196,0.6070982,-0.31819,-0.22135,0.05066,-0.31819,-0.16323
51,c02_20210131091328,c02_20210131091328_39,39,0.92388904,0.9278279,0.60568374,-0.32214,-0.2164,0.05643,-0.32214,-0.14443
51,c02_20210131091328,c02_20210131091328_40,40,0.9276821,0.92858505,0.6025019,-0.32608,-0.22463,0.05557,-0.32608,-0.14104
51,c02_20210131091328,c02_20210131091328_41,41,0.9219792,0.9286942,0.5988397,-0.32985,-0.22937,0.0576,-0.32985,-0.1397
51,c02_20210131091328,c02_20210131091328_42,42,0.9202768,0.9233527,0.603102,-0.32025,-0.22267,0.05854,-0.32025,-0.13461
51,c02_20210131091328,c02_20210131091328_43,43,0.92000735,0.9228481,0.59829617,-0.32455,-0.22719,0.06146,-0.32455,-0.13094
51,c02_20210131091328,c02_20210131091328_45,45,0.918028,0.92306054,0.61645484,-0.30661,-0.22162,0.05302,-0.30661,-0.1494
51,c02_20210131091328,c02_20210131091328_47,47,0.9187319,0.92624104,0.60914874,-0.31709,-0.22914,0.05657,-0.31709,-0.15434
51,c02_20210131091328,c02_20210131091328_48,48,0.91952735,0.93106335,0.59448963,-0.33657,-0.24279,0.05957,-0.33657,-0.16924
51,c02_20210131091328,c02_20210131091328_49,49,0.9220504,0.93534666,0.5890851,-0.34626,-0.24532,0.06146,-0.34626,-0.16753
51,c02_20210131091328,c02_20210131091328_50,50,0.9240204,0.93361175,0.5863582,-0.34725,-0.24233,0.06301,-0.34725,-0.16193
51,c02_20210131091328,c02_20210131091328_51,51,0.92505485,0.9332887,0.5825536,-0.35074,-0.24595,0.06929,-0.35074,-0.14604
51,c02_20210131091328,c02_20210131091328_52,52,0.92497665,0.92874694,0.5949588,-0.33379,-0.23542,0.06535,-0.33379,-0.14125
51,c02_20210131091328,c02_20210131091328_53,53,0.9243033,0.928246,0.5934675,-0.33478,-0.23034,0.06831,-0.33478,-0.14025
51,c02_20210131091328,c02_20210131091328_54,54,0.92298913,0.9285727,0.5879854,-0.34059,-0.2341,0.06718,-0.34059,-0.1482
51,c02_20210131091328,c02_20210131091328_55,55,0.9224696,0.9302256,0.59827137,-0.33195,-0.22619,0.06911,-0.33195,-0.13837
51,c02_20210131091328,c02_20210131091328_56,56,0.9220729,0.92598534,0.60817766,-0.31781,-0.2207,0.06382,-0.31781,-0.13502
51,c02_20210131091328,c02_20210131091328_57,57,0.92384267,0.93079245,0.587715,-0.34308,-0.23687,0.06777,-0.34308,-0.14982
51,c02_20210131091328,c02_20210131091328_58,58,0.92270064,0.9303603,0.58966196,-0.3407,-0.23558,0.06618,-0.3407,-0.14887
51,c02_20210131091328,c02_20210131091328_59,59,0.9233701,0.933627,0.57298636,-0.36064,-0.24386,0.07361,-0.36064,-0.1455
51,c02_20210131091328,c02_20210131091328_60,60,0.9251336,0.9336425,0.57201636,-0.36163,-0.24507,0.06958,-0.36163,-0.15812
51,c02_20210131091328,c02_20210131091328_61,61,0.927112,0.9392413,0.5753635,-0.36388,-0.24804,0.06901,-0.36388,-0.15879
51,c02_20210131091328,c02_20210131091328_62,62,0.92694646,0.938954,0.5848316,-0.35412,-0.24279,0.07223,-0.35412,-0.14758
51,c02_20210131091328,c02_20210131091328_63,63,0.9286353,0.93958235,0.5854348,-0.35415,-0.24315,0.07194,-0.35415,-0.14998
51,c02_20210131091328,c02_20210131091328_64,64,0.93035877,0.93896985,0.59281635,-0.34615,-0.2382,0.06995,-0.34615,-0.14798
51,c02_20210131091328,c02_20210131091328_65,65,0.9316335,0.93328196,0.5771079,-0.35617,-0.24352,0.07662,-0.35617,-0.14097
51,c02_20210131091328,c02_20210131091328_66,66,0.92804706,0.9333391,0.57049197,-0.36285,-0.25186,0.07558,-0.36285,-0.151
51,c02_20210131091328,c02_20210131091328_67,67,0.9461255,0.95008254,0.48978528,-0.4603,-0.35287,0.06079,-0.4603,-0.27697
51,c02_20210131091328,c02_20210131091328_68,68,0.9453269,0.950487,0.48263583,-0.46785,-0.35898,0.06207,-0.46785,-0.27589
51,c02_20210131091328,c02_20210131091328_69,69,0.9453118,0.95170903,0.48681557,-0.46489,-0.3623,0.05797,-0.46489,-0.29832
51,c02_20210131091328,c02_20210131091328_70,70,0.9457823,0.9579381,0.47943285,-0.47851,-0.36054,0.06337,-0.47851,-0.28736
51,c02_20210131091328,c02_20210131091328_71,71,0.9412874,0.95351267,0.50411963,-0.44939,-0.34336,0.05794,-0.44939,-0.27861
51,c02_20210131091328,c02_20210131091328_72,72,0.9432932,0.9556887,0.49390343,-0.46179,-0.34648,0.06382,-0.46179,-0.26906
51,c02_20210131091328,c02_20210131091328_73,73,0.941175,0.95907885,0.50319844,-0.45588,-0.34596,0.06121,-0.45588,-0.27651
51,c02_20210131091328,c02_20210131091328_74,74,0.9395577,0.9560056,0.5091913,-0.44681,-0.3425,0.06169,-0.44681,-0.25686
51,c02_20210131091328,c02_20210131091328_75,75,0.9422625,0.95579684,0.49675986,-0.45904,-0.3527,0.06409,-0.45904,-0.27796
51,c02_20210131091328,c02_20210131091328_76,76,0.9426403,0.95427465,0.49111438,-0.46316,-0.35218,0.07007,-0.46316,-0.26048
51,c02_20210131091328,c02_20210131091328_77,77,0.9439194,0.95584846,0.47198874,-0.48386,-0.36135,0.07087,-0.48386,-0.28608
51,c02_20210131091328,c02_20210131091328_78,78,0.94257957,0.95477605,0.4711745,-0.4836,-0.36278,0.07002,-0.4836,-0.28602
51,c02_20210131091328,c02_20210131091328_79,79,0.9464592,0.9587641,0.48955774,-0.46921,-0.34965,0.07132,-0.46921,-0.25088
51,c02_20210131091328,c02_20210131091328_80,80,0.94742095,0.95920545,0.4817107,-0.47749,-0.36275,0.06819,-0.47749,-0.28455
51,c02_20210131091328,c02_20210131091328_81,81,0.94405264,0.95629406,0.4871917,-0.4691,-0.35893,0.06759,-0.4691,-0.27654
51,c02_20210131091328,c02_20210131091328_82,82,0.9413379,0.95308197,0.48942542,-0.46366,-0.35371,0.06704,-0.46366,-0.2781
51,c02_20210131091328,c02_20210131091328_83,83,0.9418117,0.94984114,0.49312347,-0.45672,-0.3511,0.06801,-0.45672,-0.27073
51,c02_20210131091328,c02_20210131091328_84,84,0.9423323,0.94943655,0.50294065,-0.4465,-0.34142,0.06589,-0.4465,-0.26073
51,c02_20210131091328,c02_20210131091328_85,85,0.9384637,0.9467345,0.48620838,-0.46053,-0.34553,0.07198,-0.46053,-0.25037
51,c02_20210131091328,c02_20210131091328_86,86,0.94054854,0.9498316,0.48741308,-0.46242,-0.35086,0.06881,-0.46242,-0.2648
51,c02_20210131091328,c02_20210131091328_87,87,0.9352297,0.94750154,0.46998197,-0.47752,-0.36108,0.07031,-0.47752,-0.27775
51,c02_20210131091328,c02_20210131091328_88,88,0.9395397,0.9541083,0.4803811,-0.47373,-0.35694,0.06916,-0.47373,-0.28116
51,c02_20210131091328,c02_20210131091328_152,152,0.9033291,0.8913128,0.66273415,-0.24059,-0.195,0.05173,-0.24059,-0.11575
51,c02_20210131091328,c02_20210131091328_154,154,0.91255367,0.90526235,0.6399071,-0.27265,-0.2225,0.0639,-0.27468,-0.10826
51,c02_20210131091328,c02_20210131091328_155,155,0.9059821,0.8961984,0.6256077,-0.28037,-0.22753,0.06885,-0.29516,-0.10627
51,c02_20210131091328,c02_20210131091328_156,156,0.9041357,0.8933383,0.61621594,-0.28792,-0.23418,0.06877,-0.29883,-0.10637
51,c02_20210131091328,c02_20210131091328_157,157,0.9038643,0.88988143,0.6152235,-0.28864,-0.237,0.07015,-0.30341,-0.11128
51,c02_20210131091328,c02_20210131091328_158,158,0.90375656,0.89081776,0.61536723,-0.28839,-0.23762,0.06986,-0.30244,-0.11409
51,c02_20210131091328,c02_20210131091328_159,159,0.90548044,0.8935773,0.61542773,-0.29005,-0.23803,0.06952,-0.30042,-0.11763
51,c02_20210131091328,c02_20210131091328_160,160,0.9064951,0.8915319,0.6009227,-0.30557,-0.24594,0.07322,-0.31698,-0.11941
51,c02_20210131091328,c02_20210131091328_161,161,0.9053663,0.89322793,0.59922755,-0.30614,-0.24496,0.0732,-0.31819,-0.11336
51,c02_20210131091328,c02_20210131091328_162,162,0.90491664,0.8972182,0.60677683,-0.29814,-0.2418,0.0741,-0.3114,-0.11035
51,c02_20210131091328,c02_20210131091328_163,163,0.9078651,0.8998021,0.6058396,-0.30203,-0.2444,0.07578,-0.31254,-0.11667
51,c02_20210131091328,c02_20210131091328_164,164,0.909843,0.9012879,0.6049423,-0.3049,-0.24612,0.07391,-0.31088,-0.12096
51,c02_20210131091328,c02_20210131091328_165,165,0.90581214,0.89676434,0.617395,-0.28842,-0.23388,0.07299,-0.29991,-0.11059
51,c02_20210131091328,c02_20210131091328_166,166,0.9067333,0.8936577,0.617015,-0.28972,-0.23577,0.07136,-0.29861,-0.11337
51,c02_20210131091328,c02_20210131091328_167,167,0.9089346,0.89537096,0.6101578,-0.29878,-0.24112,0.07348,-0.3068,-0.11615
51,c02_20210131091328,c02_20210131091328_168,168,0.90693617,0.89673436,0.60135436,-0.30558,-0.24389,0.07381,-0.31295,-0.11716
51,c02_20210131091328,c02_20210131091328_169,169,0.90941906,0.8975891,0.61117053,-0.29825,-0.24052,0.07056,-0.30122,-0.12051
51,c02_20210131091328,c02_20210131091328_170,170,0.91060525,0.90266836,0.6078104,-0.30279,-0.24127,0.07158,-0.30279,-0.1196
51,c02_20210131091328,c02_20210131091328_171,171,0.90707725,0.90168726,0.60813576,-0.29894,-0.24086,0.07024,-0.30675,-0.12548
51,c02_20210131091328,c02_20210131091328_172,172,0.90872586,0.8971971,0.6041579,-0.30457,-0.24376,0.07288,-0.31047,-0.12659
51,c02_20210131091328,c02_20210131091328_173,173,0.9091609,0.900284,0.60475403,-0.30441,-0.24588,0.07236,-0.31066,-0.12826
51,c02_20210131091328,c02_20210131091328_174,174,0.9089426,0.9017546,0.607883,-0.30106,-0.24661,0.07031,-0.30547,-0.12626
51,c02_20210131091328,c02_20210131091328_175,175,0.90814227,0.90044117,0.6020837,-0.30606,-0.24363,0.07635,-0.31338,-0.12089
51,c02_20210131091328,c02_20210131091328_176,176,0.9064368,0.8968461,0.6131914,-0.29325,-0.23731,0.0719,-0.30234,-0.12018
51,c02_20210131091328,c02_20210131091328_177,177,0.90809166,0.89937675,0.61736584,-0.29073,-0.23891,0.07161,-0.29903,-0.1165
51,c02_20210131091328,c02_20210131091328_178,178,0.9061077,0.8941659,0.6140027,-0.2921,-0.23683,0.07526,-0.30405,-0.1129
51,c02_20210131091328,c02_20210131091328_179,179,0.9082353,0.8954867,0.6059689,-0.30227,-0.24164,0.07484,-0.31335,-0.11362
51,c02_20210131091328,c02_20210131091328_180,180,0.9070815,0.89598393,0.6061851,-0.3009,-0.2424,0.07313,-0.31136,-0.11919
51,c02_20210131091328,c02_20210131091328_181,181,0.9071333,0.8902426,0.6159061,-0.29123,-0.23602,0.07002,-0.30122,-0.11781
51,c02_20210131091328,c02_20210131091328_182,182,0.91094947,0.8959571,0.6059988,-0.30495,-0.24873,0.07177,-0.31177,-0.12382
51,c02_20210131091328,c02_20210131091328_183,183,0.9087373,0.89566064,0.60460436,-0.30413,-0.25119,0.07319,-0.31667,-0.12616
51,c02_20210131091328,c02_20210131091328_184,184,0.908903,0.8950279,0.61043835,-0.29846,-0.2449,0.07169,-0.3153,-0.12385
